Query 40: list all articles dealing with data types in the following languages that are referenced frequently in papers on the above languages e g catch any languages with interesting type structures that i might have missed

RANK 	 R/N 	Precision 	  Recall

01  	  N  	  0.000  	  0.000
02  	  N  	  0.000  	  0.000
03  	  R  	  0.333  	  0.100
04  	  N  	  0.250  	  0.100
05  	  N  	  0.200  	  0.100
06  	  N  	  0.167  	  0.100
07  	  R  	  0.286  	  0.200
08  	  N  	  0.250  	  0.200
09  	  R  	  0.333  	  0.300
10  	  N  	  0.300  	  0.300
11  	  R  	  0.364  	  0.400
12  	  N  	  0.333  	  0.400
13  	  N  	  0.308  	  0.400
14  	  N  	  0.286  	  0.400
15  	  N  	  0.267  	  0.400
16  	  N  	  0.250  	  0.400
17  	  N  	  0.235  	  0.400
18  	  N  	  0.222  	  0.400
19  	  N  	  0.211  	  0.400
20  	  N  	  0.200  	  0.400
21  	  N  	  0.190  	  0.400
22  	  N  	  0.182  	  0.400
23  	  N  	  0.174  	  0.400
24  	  N  	  0.167  	  0.400
25  	  N  	  0.160  	  0.400
26  	  N  	  0.154  	  0.400
27  	  N  	  0.148  	  0.400
28  	  N  	  0.143  	  0.400
29  	  N  	  0.138  	  0.400
30  	  N  	  0.133  	  0.400
31  	  N  	  0.129  	  0.400
32  	  N  	  0.125  	  0.400
33  	  N  	  0.121  	  0.400
34  	  R  	  0.147  	  0.500
35  	  N  	  0.143  	  0.500
36  	  N  	  0.139  	  0.500
37  	  N  	  0.135  	  0.500
38  	  N  	  0.132  	  0.500
39  	  N  	  0.128  	  0.500
40  	  N  	  0.125  	  0.500
41  	  N  	  0.122  	  0.500
42  	  N  	  0.119  	  0.500
43  	  N  	  0.116  	  0.500
44  	  N  	  0.114  	  0.500
45  	  N  	  0.111  	  0.500
46  	  N  	  0.109  	  0.500
47  	  N  	  0.106  	  0.500
48  	  N  	  0.104  	  0.500
49  	  N  	  0.102  	  0.500
50  	  N  	  0.100  	  0.500
51  	  N  	  0.098  	  0.500
52  	  N  	  0.096  	  0.500
53  	  N  	  0.094  	  0.500
54  	  N  	  0.093  	  0.500
55  	  N  	  0.091  	  0.500
56  	  N  	  0.089  	  0.500
57  	  N  	  0.088  	  0.500
58  	  N  	  0.086  	  0.500
59  	  N  	  0.085  	  0.500
60  	  N  	  0.083  	  0.500
61  	  N  	  0.082  	  0.500
62  	  N  	  0.081  	  0.500
63  	  N  	  0.079  	  0.500
64  	  N  	  0.078  	  0.500
65  	  N  	  0.077  	  0.500
66  	  N  	  0.076  	  0.500
67  	  N  	  0.075  	  0.500
68  	  N  	  0.074  	  0.500
69  	  N  	  0.072  	  0.500
70  	  N  	  0.071  	  0.500
71  	  N  	  0.070  	  0.500
72  	  N  	  0.069  	  0.500
73  	  N  	  0.068  	  0.500
74  	  N  	  0.068  	  0.500
75  	  N  	  0.067  	  0.500
76  	  N  	  0.066  	  0.500
77  	  N  	  0.065  	  0.500
78  	  R  	  0.077  	  0.600
79  	  N  	  0.076  	  0.600
80  	  N  	  0.075  	  0.600
81  	  N  	  0.074  	  0.600
82  	  N  	  0.073  	  0.600
83  	  N  	  0.072  	  0.600
84  	  N  	  0.071  	  0.600
85  	  R  	  0.082  	  0.700
86  	  N  	  0.081  	  0.700
87  	  N  	  0.080  	  0.700
88  	  N  	  0.080  	  0.700
89  	  N  	  0.079  	  0.700
90  	  N  	  0.078  	  0.700
91  	  N  	  0.077  	  0.700
92  	  N  	  0.076  	  0.700
93  	  N  	  0.075  	  0.700
94  	  N  	  0.074  	  0.700
95  	  N  	  0.074  	  0.700
96  	  N  	  0.073  	  0.700
97  	  N  	  0.072  	  0.700
98  	  N  	  0.071  	  0.700
99  	  N  	  0.071  	  0.700
100  	  N  	  0.070  	  0.700
